"Date","PSEi_Return","BPI.PS","MER.PS","TEL.PS","CNPF.PS","ABS.PS","BPI_Fitted","CNPF_Fitted","MER_Fitted","ABS_Fitted","TEL_Fitted","BPI_Residual","CNPF_Residual","MER_Residual","ABS_Residual","TEL_Residual"
2025-12-29,1.18226600985222,-2.92642140468227,-0.173913043478261,0,0.257069408740364,-1.6355140186916,0.0798957840013967,0.0525303855348037,0.160914955968582,0.00277428784087763,0.110468626521544,-3.00631718868367,0.20453902320556,-0.334827999446843,-1.63828830653248,-0.110468626521544
2025-12-26,-1.45631067961165,-0.166944908180303,-0.862068965517241,0,-1.143583227446,4.39024390243904,0.0415450174702926,0.129995224294552,0.0717320053831481,-0.0605377173211954,-0.0633640128690757,-0.208489925650596,-1.27357845174055,-0.933800970900389,4.45078161976024,0.0633640128690757
2025-12-23,0.48780487804878,0.419111483654652,-0.854700854700855,0,0.897435897435901,-4.20560747663553,0.0698020403413907,0.0729187713698187,0.137442417516908,-0.0138891379133055,0.064716683067471,0.349309443313261,0.824517126066082,-0.992143272217763,-4.19171833872222,-0.064716683067471
2025-12-22,0.490196078431372,2.84482758620689,1.73913043478261,0.638977635782748,0.128369704749672,13.8297872340426,0.0698367955819599,0.0728485691457108,0.137523239236592,-0.0138317616423898,0.0648742182550884,2.77499079062493,0.0555211356039612,1.60160719554602,13.843618995685,0.57410341752766
2025-12-19,0.492610837438424,-2.27464195450716,-2.87162162162162,-1.41732283464567,-2.13567839195978,5.02793296089385,0.0698718932386919,0.0727776752740752,0.137604857229376,-0.0137738200880166,0.0650333055135199,-2.34451384774585,-2.20845606723386,-3.009226478851,5.04170678098187,-1.48235614015919
2025-12-18,0.296442687747033,-1.08333333333333,-0.837520938023451,-0.157232704402516,1.79028132992326,5.29411764705883,0.06702065948843,0.0785368916524811,0.130974443768126,-0.0184808270723078,0.0521095093769909,-1.15035399282176,1.71174443827078,-0.968495381791576,5.31259847413114,-0.209342213779507
2025-12-17,-0.197238658777123,-0.4149377593361,2.05128205128205,-0.625,0.25641025641026,0,0.0598451780491706,0.0930306700823061,0.114288190415011,-0.0303265907692145,0.0195851822172419,-0.474782937385271,0.163379586327954,1.93699386086704,0.0303265907692145,-0.644585182217242
2025-12-16,-0.098522167487679,1.68776371308017,-1.34907251264755,-0.62111801242236,-0.51020408163266,0,0.061279986870657,0.0901324950505928,0.117624772595771,-0.0279579125984964,0.0260887446494986,1.62648372620951,-0.600336576683253,-1.46669728524332,0.0279579125984964,-0.647206757071859
2025-12-15,0,2.86458333333333,0.423370025402202,0.233463035019455,-1.99999999999999,-1.44927536231885,0.0627119712653297,0.08724002508784,0.120954786701372,-0.0255938971800833,0.0325795047935019,2.801871362068,-2.08724002508783,0.30241523870083,-1.42368146513877,0.200883530225953
2025-12-12,0,-0.689655172413791,-0.589225589225589,1.98412698412698,1.52284263959391,-1.14613180515759,0.0627119712653296,0.0872400250878398,0.120954786701372,-0.0255938971800833,0.0325795047935018,-0.752367143679121,1.43560261450607,-0.710180375926961,-1.12053790797751,1.95154747933348
2025-12-11,0.098619329388555,2.02286719437115,0.253164556962025,-3.07692307692308,-0.630517023959647,4.80480480480481,0.0641453678734092,0.084344702590607,0.124288084844552,-0.0232275503855179,0.0390766660816317,1.95872182649774,-0.714861726550254,0.128876472117473,4.82803235519033,-3.11599974300471
2025-12-10,-0.098522167487679,-1.13043478260869,0.423728813559322,0,-0.875000000000004,5.37974683544304,0.061279986870657,0.0901324950505928,0.117624772595771,-0.027957912598497,0.0260887446494987,-1.19171476947935,-0.965132495050597,0.306104040963551,5.40770474804154,-0.0260887446494987
2025-12-09,0,-0.862068965517241,0.169779286926995,1.5625,2.17113665389528,-1.25,0.0627119712653296,0.0872400250878402,0.120954786701372,-0.0255938971800833,0.0325795047935018,-0.92478093678257,2.08389662880744,0.048824500225623,-1.22440610281992,1.5299204952065
2025-12-05,0,0.869565217391304,-0.169491525423729,0.234925606891151,-1.8796992481203,-5.32544378698224,0.0627119712653296,0.0872400250878398,0.120954786701372,-0.0255938971800829,0.0325795047935019,0.806853246125974,-1.96693927320814,-0.290446312125101,-5.29984988980216,0.202346102097649
2025-12-04,0,0,0,0,-0.250000000000004,-2.02898550724638,0.0627119712653295,0.0872400250878398,0.120954786701372,-0.0255938971800833,0.0325795047935019,-0.0627119712653295,-0.337240025087844,-0.120954786701372,-2.0033916100663,-0.0325795047935019
2025-12-03,0,-0.862068965517241,-0.923593618807725,-0.234375,0,0.877192982456148,0.0627119712653296,0.0872400250878399,0.120954786701372,-0.0255938971800831,0.0325795047935019,-0.92478093678257,-0.0872400250878399,-1.0445484055091,0.902786879636231,-0.266954504793502
2025-12-02,0.098619329388555,0.322307039864287,0.846740050804403,0.078186082877248,0.250626566416044,0.588235294117648,0.0641453678734089,0.084344702590607,0.124288084844552,-0.0232275503855176,0.0390766660816314,0.258161671990878,0.166281863825437,0.722451965959851,0.611462844503166,0.0391094167956166
2025-12-01,-0.098522167487679,1.20171673819743,-0.169061707523246,-1.0061919504644,-1.23762376237624,-0.874635568513127,0.061279986870657,0.0901324950505926,0.117624772595771,-0.0279579125984963,0.0260887446494984,1.14043675132677,-1.32775625742683,-0.286686480119017,-0.846677655914631,-1.0322806951139
2025-11-28,0.395647873392686,0.865800865800866,0.595238095238095,0.544747081712062,1.2531328320802,-1.4367816091954,0.0684625713072388,0.0756243692532428,0.134327543643745,-0.0161004227995114,0.0586452675874238,0.797338294493627,1.17750846282696,0.46091055159435,-1.42068118639589,0.486101814124638
2025-11-27,-0.394088669950745,-2.11864406779661,-1.67224080267559,-1.22982321291314,1.0126582278481,-1.13636363636364,0.0569840336866396,0.0988099049388522,0.107634730278969,-0.0350499588537367,0.00661646421748685,-2.17562810148325,0.913848322909248,-1.77987553295456,-1.1013136775099,-1.23643967713063
2025-11-26,0,0.854700854700855,1.70068027210884,0.076923076923077,-1.00250626566416,0.571428571428572,0.0627119712653296,0.0872400250878398,0.120954786701372,-0.0255938971800831,0.0325795047935019,0.791988883435525,-1.089746290752,1.57972548540747,0.597022468608655,0.0443435721295751
2025-11-25,0,3.53982300884956,-4.85436893203883,-0.076863950807072,0.377358490566034,-1.12994350282486,0.0627119712653297,0.0872400250878398,0.120954786701373,-0.0255938971800833,0.0325795047935019,3.47711103758423,0.290118465478194,-4.9753237187402,-1.10434960564478,-0.109443455600574
2025-11-24,0,0,4.04040404040404,-0.687022900763359,2.44845360824743,1.14285714285714,0.0627119712653295,0.0872400250878402,0.120954786701372,-0.0255938971800833,0.0325795047935018,-0.0627119712653295,2.36121358315959,3.91944925370267,1.16845104003722,-0.719602405556861
